Result Number;Widget;Data Source;Result Row;Source Page URL;stato;comune;provincia;regione;provincia_scr;comune_scr;tipo_scr;Categoria;Sottocategoria;Ente destinatario;Dettaglio bene;Decreto destinazione
79;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;79;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
80;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;80;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
81;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;81;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
82;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;82;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
83;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;83;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
84;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;84;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
85;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;85;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
86;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;86;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
87;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;87;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Altri beni immobili;Altra unità immobiliare;Altro;;;
88;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;88;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;;;
89;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;89;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;;;
90;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;90;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;;;
91;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;91;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6224&tipo=0&stato=1;1;6224;76;15;NA;Pollena Trocchia;Terreno;Terreno;Terreno agricolo;;;
92;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;92;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=1;1;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;;;
93;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;93;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=11&comune=1494&tipo=0&stato=2;2;1494;11;3;CO;Fino Mornasco;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
94;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;94;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=11&comune=1494&tipo=0&stato=2;2;1494;11;3;CO;Fino Mornasco;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;Comuni;;
95;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;95;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=11&comune=1494&tipo=0&stato=2;2;1494;11;3;CO;Fino Mornasco;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
96;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;96;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=4;4;7721;99;19;SR;Siracusa;Fabbricato;Unità immobiliare a destinazione commerciale e industriale;Altro;;;
97;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;97;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2;2;7721;99;19;SR;Siracusa;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
98;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;98;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2;2;7721;99;19;SR;Siracusa;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
99;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;99;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2;2;7721;99;19;SR;Siracusa;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
100;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;100;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2;2;7721;99;19;SR;Siracusa;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Villa;Carabinieri;;
101;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;101;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2;2;7721;99;19;SR;Siracusa;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Vigili del Fuoco;;
102;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;102;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2;2;7721;99;19;SR;Siracusa;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Comuni;;
103;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;103;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2;2;7721;99;19;SR;Siracusa;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
104;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;104;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2;2;7721;99;19;SR;Siracusa;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
105;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;105;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2;2;7721;99;19;SR;Siracusa;Locale;Unità immobiliare per uso di abitazione e assimilabile;Box, garage, autorimessa, posto auto;Vigili del Fuoco;;
106;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;106;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=99&comune=7721&tipo=0&stato=2;2;7721;99;19;SR;Siracusa;Terreno;Terreno;Terreno agricolo;Comuni;;
107;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;107;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=3;3;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Villa;Comuni;;
108;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;108;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6258&tipo=0&stato=2;2;6258;76;15;NA;Santa Maria La Carità;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
109;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;109;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6258&tipo=0&stato=2;2;6258;76;15;NA;Santa Maria La Carità;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
110;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;110;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
111;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;111;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
112;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;112;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
113;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;113;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
114;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;114;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
115;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;115;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
116;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;116;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
117;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;117;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
118;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;118;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
119;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;119;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/85.pdf
120;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;120;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
121;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;121;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
122;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;122;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
123;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;123;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
124;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;124;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
125;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;125;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
126;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;126;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
127;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;127;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
128;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;128;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
129;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;129;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
130;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;130;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
131;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;131;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
132;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;132;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Comuni;;
133;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;133;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Abitazione;Unità immobiliare per uso di abitazione e assimilabile;Appartamento in condominio;Carabinieri;;
134;Beni_Comuni_dettaglio;Beni_Comuni_dettaglio;134;http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=86&comune=7064&tipo=0&stato=2;2;7064;86;18;CS;Scalea;Locale;Unità immobiliare per uso di abitazione e assimilabile;Altro;Comuni;;
